id,image_text
1651,donald the wall is coming.
1652,a man in the dark 
1653,a dragon in the snow vs person and person kissing in the snow
1654,a man with long hair.
1655,a game of thrones and a picture of a game of throne.
1656,a man with glasses and a beard.
1657,a man and a woman looking at each other people.
1658,a black and white photo  vs a woman with blood all over her face
1659,a man and a woman in a room.
1660,a man with a beard and a man with a beard.
1661,a man with a beard 
1662,a man with a beard and an image of a man with a beard and a.
1663,a man with a beard and a man with a beard.
1664,"a man with long hair and beards in front of a fire vs a man with long hair and beards, "
1665,a man holding a sword.
1666,a man with long hair and beards.
1667,a man and woman sitting on a bench in the snow.
1668,a man with a gun  vs a group of people standing in front of a building with
1669,a young boy 
1670,person and person in a scene from the movie vs a man climbing up a mountain 
1671,a man holding a microphone.
1672,a man in a crowd vs a group of people standing in front of a fence
1673,a man with a chain around his neck vs a man in a fur coat and a picture of a man in a fur coat
1674,a woman in a black dress and a hat 
1675,person 
1676,a dog 
1677,a man talking to another man.
1678,"a man with long hair and a beard, "
1679,a woman in a white dress holding a black object.
1680,a man in a fur coat.
1681,a man with a gun  vs the walking dead and a picture of the walking dead
1682,a game of thrones and a picture of a game of thrones.
1683,the four main characters in game of thrones.
1684,"a woman with red hair and blue eyes, "
1685,a young girl holding a wand.
1686,person and person in game of thrones.
1687,a man with a sword  vs a man in armor holding a sword
1688,a man and a woman standing in front of a tree  vs a man in a fur coat 
1689,a man wearing a fur coat.
1690,a man with a knife in his hand.
1691,a man in a red hat and jacket.
1692,a man with long hair and beards.
1693,a group of people standing in the snow.
1694,a dog that is looking at the camera.
1695,a girl with long hair 
1696,a person 
1697,a man with long hair smiling.
1698,a man with a beard and a man with a beard and a beard with the vs a man with a beard and a face
1699,"a man with long hair and beards in the middle of the image vs a man with long hair and beards in the snowa man with long hair and beards in the middle of the image, a man with long hair and beards in the snow, a man with long hair and beards smoking a cigarette"
1700,a young boy 
1701,a woman with blonde hair 
1702,a man with a beard and a woman with a beard 
1703,a woman and a man in medieval clothing.
1704,a man in a fur coat.
1705,a woman in a red dress.
1706,the faces of a woman with different expressions vs a girl with the same face
1707,a woman in a red hoodie vs a woman in a red hoodie and a white horse
1708,a group of people sitting on a bench.
1709,a man with white hair vs the pope
1710,a group of people with their mouths open.
1711,a man with long hair and a beard.
1712,a woman in a fur coat.
1713,a man in armor holding a sword.
1714,a man with long hair and beards.
1715,a woman with a dragon on her back.
1716,a man in a dark room 
1717,a woman with a sword in her hand.
1718,a man in an office.
1719,a young man with a smile on his face.
1720,a man with a bloody face.
1721,a group of people with different expressions.
1722,a bride and groom walking down a path.
1723,"a man with long hair and beards, "
1724,a woman holding a knife 
1725,a woman drinking from a glass.
1726,a man in armor 
1727,a man standing in the snow.
1728,a man in a suit and tie 
1729,a man with a beard and glasses.
1730,a man and woman in a room.
1731,a man with a beard and glasses.
1732,a person sitting on the iron throne vs a person sitting on a throne
1733,two people dancing at a party.
1734,a girl playing chess.
1735,a man sitting at a table playing chess.
1736,a girl wearing a hoodie.
1737,a man in a fur coat 
1738,a man holding a sign.
1739,a woman with long blonde hair 
1740,a man and a woman in the middle earth.
1741,a man sitting at a table with a candle in his hand.
1742,a man and woman talking to each other people.
1743,a couple kissing in the woods.
1744,a man sitting in a car 
1745,game of thrones 
1746,a man with long hair and white skin vs a woman with long red hair
1747,a man in a dark room 
1748,a man with a beard and a man with a beard 
1749,a man wearing a crown.
1750,an older woman 
1751,a man and a woman in the snow.
1752,a girl with a hat and scarf.
1753,a man with a beard and a woman with a crown.
1754,a man in a dark room with a candle in the background.
1755,a man with a beard and a woman with a beard 
1756,a man reading a book.
1757,arya and arya in game of throne.
1758,a man with long white hair.
1759,a man with a beard  vs a girl 
1760,a man in a fur coat 
1761,a man and a woman in the middle earth.
1762,a game of thrones  vs a man in a medieval costume 
1763,the earth 
1764,many harry potters.
1765,a person with glasses on.
1766,a girl holding a bird.
1767,a young man with glasses.
1768,a man with a smile on his face.
1769,harry and his brother in harry's house.
1770,harry and hermi.
1771,a man with a beard 
1772,harry and hermig from harry potter potter potter potter potter potter potter potter potter.
1773,harry and hermi.
1774,a couple kissing in front of a book shelf.
1775,a man in a suit 
1776,a person 
1777,a hog hog hog hog hog hog hog hog hog hog hog hog hog hog hog.
1778,harry potters and hermik potter potter potter potter potter potter potter potter potter.
1779,harry and hermik in harry's house.
1780,an animal wearing glasses.
1781,a man with different facial expressions.
1782,a man with a toothbrush vs a man in a green shirt
1783,a man holding a gun.
1784,person and person in harry potter potter potter potter potter potter potter potter potter potter potter.
1785,a man in a suit and tie.
1786,a person in a harry costume.
1787,harry and hermik hugging each other harry and hermik hugging each other.
1788,harry and hermik in harry's house.
1789,two young boys sitting next to each other boy.
1790,a man with long hair.
1791,some of the characters in the movie.
1792,harry and his friends.
1793,harry and hermig from harry potter potter potter potter potter potter potter potter potter.
1794,harry and hermi vs a group of people in harry's house
1795,a man and woman holding signs.
1796,harry and hermik in the snow.
1797,two people sitting on a couch.
1798,two men sitting in front of a mirror.
1799,a person with long hair vs a man in a purple coat
1800,a little boy with glasses on.
1801,a group of people in medieval costumes.
1802,an old man with a long white beard.
1803,two people walking through a forest.
1804,a man with a beard and a white mask.
1805,harry and hermik from harry potter potter potter potter potter potter potter potter potter.
1806,a girl sitting at a table with a plate of food.
1807,a man and a woman in the snow  vs harry and his friends in harry's house
1808,a person with glasses on.
1809,a boy  vs a girl with long hair 
1810,a man singing into a microphone.
1811,harry and hermik in harry potter potter potter potter potter potter potter potter potter.
1812,harry and hermik in harry's house.
1813,person and person from harry potter potter potter potter potter potter potter potter potter potter potter.
1814,the twilight saga.
1815,some harry potters vs harry and hermi
1816,harry and hermi.
1817,a boy with different expressions.
1818,a girl with glasses and a boy with glasses vs a girl with red hair
1819,harry and hermig 
1820,a man with long black hair.
1821,harry potters potter potter potter potter potter potter potter potter potter potter potter potter potter.
1822,a man with long hair and glasses vs a man with white hair and a smile on his face
1823,harry and hermik pointing at each other people.
1824,a group of people standing in a room.
1825,a person with glasses on.
1826,a young boy with glasses.
1827,a man with glasses and a bow tie.
1828,a woman in a dress and a man in a suit holding a cake vs a woman in a dress and a man in a suit
1829,a boy and a girl 
1830,a person with glasses on.
1831,a man in a suit and a man in a suit with a beard and a vs a man with a beard 
1832,people sitting in an airplane.
1833,a young boy with glasses.
1834,harry and hermi.
1835,a man with long black hair  vs person and person in harry's house
1836,the same person in harry's house.
1837,a man and a woman 
1838,a man in a black suit with a green background.
1839,a woman and a man looking at each other people.
1840,people on a subway train.
1841,a girl sitting on a pile of books.
1842,a person 
1843,person and person in harry potter potter potter potter potter potter potter potter potter potter potter.
1844,a young boy sitting on the floor.
1845,harry and hermi.
1846,a man with a beard and a face.
1847,a person with a fake face.
1848,a person sitting at a desk with a computer.
1849,a man with long hair and a beard vs a basketball player 
1850,harry and hermi.
1851,a man in a suit and tie.
1852,a man in a white coat and hat.
1853,a man in a plaid shirt and tie.
1854,a man in a suit with his arms crossed.
1855,a hot dog 
1856,a boy 
1857,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
1858,a man in a suit and tie 
1859,a man and a woman.
1860,two men laughing at each other man.
1861,a car driving through a flooded street.
1862,a group of people at a dinner table.
1863,a man with a beard and mustache.
1864,a man holding up a birthday card.
1865,a man in a fur coat holding a microphone.
1866,a person smoking a cigarette.
1867,a man holding a microphone.
1868,a man holding a microphone.
1869,a man in a baseball cap 
1870,a man holding a microphone.
1871,a man in a suit and hat.
1872,two men in tuxed tuxed tuxed tuxed tuxed tuxed tu vs a man in a suit and bow tie
1873,a man in a suit and tie.
1874,a man in a suit sitting at a table with a microphone in front of him.
1875,a man with a bottle of beer.
1876,a cartoon dog  vs a man in a suit and tie
1877,a man in a white coat and hat.
1878,a man with his mouth open.
1879,a man with glasses saying what if to you people shouldn to ask for your help.
1880,a fire truck with a capt.
1881,a man with dread dread dread dread dread dread dread dread dread dread dread dread dread.
1882,a white and red truck.
1883,a man in a suit and tie.
1884,a dog swimming in the water.
1885,a man in a suit and tie.
1886,two men laughing at each other man.
1887,a man wearing a santa hat.
1888,one does not simply write about mes.
1889,a black background with a blue
1890,a man and woman on a tv screen.
1891,a man in a suit and tie.
1892,a man in a suit and tie.
1893,a person wearing a baseball cap.
1894,a person in a white coat and a cupcake.
1895,a man with a mustache and mustache.
1896,a woman shopping in a store.
1897,a man holding a microphone.
1898,a man with a rabbit in his mouth.
1899,a man in a suit and tie 
1900,a man wearing a white hat.
1901,a man in a suit and tie.
1902,steve harvey and steve harvey.
1903,a man in a suit and tie.
1904,a man with sunglasses and a hat.
1905,a man in a suit and tie.
1906,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
1907,a man in a suit and tie.
1908,a woman with a microphone and a picture of a woman with a microphone.
1909,a woman in a blue dress and a man in a black suit with a mustache.
1910,a woman in a blue dress.
1911,"a man in a suit and tie, "
1912,a man holding a microphone.
1913,a man in a suit and tie.
1914,a man in a suit holding a microphone.
1915,a man in a suit and tie.
1916,a man with a mustache.
1917,a person holding a toy.
1918,a baseball player throwing a ball.
1919,a man in a suit and tie.
1920,a man in a suit and tie.
1921,two men laughing at each other man.
1922,two men laughing and one is laughing.
1923,a bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald.
1924,a cartoon character reading a book.
1925,a person wearing a crown.
1926,a duck in the water.
1927,a baseball player in the dug.
1928,a man holding a microphone.
1929,donald and hillary.
1930,a crowd of people wearing patriotic hats.
1931,a woman wearing a witch hat.
1932,a woman in front of an american flag.
1933,a woman in a green dress and a man in a suit and tie with the vs hillary sanders and hillary sanders
1934,a woman sitting in an office chair.
1935,a woman in a blue shirt.
1936,a child playing with a toy.
1937,a man in a suit and tie.
1938,an older woman 
1939,a man sitting at a table with a fan.
1940,a woman and a man in a crowd.
1941,person and a picture of a turtle with
1942,a woman sitting in an airplane.
1943,a woman with a face of pm.
1944,a woman sitting at a table with a microphone in front of her.
1945,a woman 
1946,a man in a suit and tie.
1947,a woman talking to a child.
1948,a man sitting in front of a computer.
1949,hillary and a picture of hillary.
1950,donald and hillary on the debate.
1951,a cat peeking out of a door.
1952,donald the president giving a thumbs.
1953,hillary sanders waving with her hands in the air.
1954,a woman in uniform and a man in uniform.
1955,a woman with her hands up in the air.
1956,"donald and hillary hugging in front of an american flag vs president person donald and hillary hugging in front of an american flag, president person , two police officers standing in front of a house"
1957,hillary sanders giving a speech in front of an american flag.
1958,donald the president 
1959,a woman laughing  vs a girl 
1960,a woman in a blue shirt.
1961,a woman sitting in an airplane.
1962,a woman talking to a man.
1963,a woman talking to a man.
1964,hillary's favorite pizza.
1965,a man in a suit and tie.
1966,a woman with a creepy face.
1967,a man and a woman vs a man being carried by police
1968,a man in a suit and a woman in a yellow dress.
1969,a man in a suit sitting at a table.
1970,a woman and a man with sunglasses on.
1971,a man in front of an american flag.
1972,hillary and clinton laughing together.
1973,a man in a suit and tie.
1974,a woman with her mouth open.
1975,a lion laying in the grass.
1976,donald and hillary talking to each other people.
1977,a man in a suit and tie.
1978,a woman with her head in her hands.
1979,a man wearing a face mask and holding a cup.
1980,a woman with red hair and glasses.
1981,a hand pointing at a chalk board.
1982,a woman with a microphone in front of her.
1983,a woman sitting on a couch talking to another woman.
1984,a person pointing to the camera.
1985,hillary on a podium 
1986,two men laughing together.
1987,a woman sitting in a chair with a cell.
1988,two women in front of an american flag.
1989,hillary sanders 
1990,a woman in a red shirt holding a bag.
1991,a man wearing a santa hat.
1992,a man sitting in a chair with a gun in his hand.
1993,a woman in a red jacket.
1994,the joker 
1995,a man getting into a car.
1996,hillary sanders on the debate.
1997,hillary sanders 
1998,president obama and hillary.
1999,a woman 
2000,a man with a knife in his hand.
2001,a bear that is looking at the camera.
2002,a man with a cigar in his hand.
2003,a woman in a blue shirt.
2004,a man in a suit and a woman in a suit and a woman in a.
2005,person laughing 
2006,bernie sanders 
2007,hillary's face 
2008,a woman in front of an american flag.
2009,a man sitting on a train track.
2010,a woman 
2011,"a man in a suit and tie, "
2012,president person giving a thumbs gesture.
2013,an older woman with grey hair.
2014,a woman 
2015,hillary and hillary sanders.
2016,a woman reading a newspaper.
2017,a man in a suit sitting on a chair.
2018,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
2019,a man and woman sitting in front of an american flag.
2020,the president and his wife.
2021,a man with his mouth open.
2022,a woman with her mouth open.
2023,hillary clinton holding a microphone.
2024,a man in a suit and tie.
2025,two women holding doughs and smiling.
2026,a black and white vs a woman in an orange prison uniform
2027,a woman with curly hair 
2028,a kid holding a cookie.
2029,a man and woman in an office.
2030,a man in a suit and tie 
2031,a man and a woman 
2032,a man in a white shirt next to a dinosaur.
2033,a man kissing a woman vs a man in a suit and tie
2034,a woman with dread dread dread dread dread dread dread dread dread dread dread dread dread.
2035,a man with a mustache and mustache vs a man in a suit and tie
2036,two men talking to each other man.
2037,a man in military uniform with his hands up.
2038,a man in a military uniform and a picture of a man in a military uniform.
2039,a man in a suit with his hands up.
2040,a man in a military uniform.
2041,a man with a mustache.
2042,a man and a dog vs a dog laying in the grass
2043,two men with mustaches and mustaches.
2044,a man with glasses and a mustache.
2045,two men in military uniforms.
2046,a boy and his dog.
2047,a man holding a bottle of water.
2048,a man in a suit sitting on a bench.
2049,a man in a suit and tie.
2050,taylor taylor taylor taylor taylor taylor taylor taylor taylor taylor taylor taylor taylor taylor taylor taylor.
2051,a girl with a cigarette in her mouth.
2052,a child 
2053,a man in a suit and tie.
2054,a girl with a smile on her face.
2055,a man singing into a microphone.
2056,
2057,a cat with yellow eyes.
2058,a creepy looking face with a capt.
2059,a man in a military uniform  vs a man in a suit and tie
2060,a man and woman in the dark.
2061,a man in uniform talking to another man.
2062,an old man with a tongue sticking out of his mouth.
2063,a bird with glasses on it's head.
2064,jesus pointing his finger at the camera.
2065,a man with a mustache and mustache.
2066,a man with a mustache and mustache.
2067,a man holding a microphone.
2068,a man in uniform pointing at something.
2069,a man in a suit and tie.
2070,a man and a woman with a map in the background.
2071,a man in a crowd.
2072,a man with a mustache and mustache.
2073,a man in front of a planet.
2074,a man in a suit pointing at the camera.
2075,a man and a woman with
2076,a man in a camouflage jacket 
2077,a man in a military uniform.
2078,a man driving a car.
2079,a man with his hands up in the air.
2080,hitler's face 
2081,a man in a suit and tie.
2082,a man pointing at a crowd.
2083,a man wearing a cowboy hat.
2084,a man in uniform pointing at something vs a man giving a speech
2085,an old man in a suit and tie.
2086,president trump holding up a sign that reads they don't't't.
2087,two men standing next to each other men.
2088,a man in military uniform.
2089,a man in a suit and tie.
2090,a man in a suit standing next to a woman.
2091,a man looking through a window.
2092,a man in a suit and hat pointing at a crowd.
2093,a man with a beard and glasses.
2094,a man in a suit and tie.
2095,a man with a mustache and mustache.
2096,two people sitting at a table.
2097,a man with a birthday cake.
2098,"a man in a suit and tie, "
2099,a goldfish in an aquarium.
2100,a man in uniform pointing at something.
2101,a young boy sitting in front of a computer.
2102,a man with a cigarette in his mouth.
2103,a man in a suit 
2104,a man sitting in a car.
2105,a man holding a red card.
2106,a cartoon character 
2107,a man in a suit and tie.
2108,a man in a red shirt and black pants vs a man in a military uniform
2109,a man in a suit and tie 
2110,a man in a suit and tie.
2111,a man with a mustache and mustache.
2112,a man with a mustache and mustache.
2113,a woman sitting at a table vs a man reading a book
2114,a man in a suit and tie.
2115,a man in a military uniform vs a group of people 
2116,a man in a maroon shirt.
2117,a young boy with a toothbrush.
2118,a soldier pointing at someone.
2119,a man looking out a window.
2120,a man with a mustache and mustache.
2121,a woman and a man 
2122,a man in a suit sitting at a desk.
2123,a man in a suit and tie 
2124,two men in suits talking.
2125,a man in uniform with his arms crossed.
2126,a kid with glasses and a hat.
2127,president donald on the stage.
2128,a white sheet  vs a man holding a gun
2129,a man with a mustache and mustache.
2130,president person drinking water from a glass vs a man in a suit smoking a cigarette
2131,a girl 
2132,"a man in a suit and tie,  vs a man speaking into a microphone"
2133,a cartoon character with a capt.
2134,a young man 
2135,a man with blood on his face.
2136,a man in a black shirt.
2137,a man in a suit and tie.
2138,a man wearing a clown mask.
2139,a man 
2140,a man sitting at a table.
2141,a man in a suit and tie.
2142,the grin grin grin grin grin grin grin grin grin grin grin grin grin grin grin.
2143,a man in a shirt and tie.
2144,a man with his hands on his face.
2145,a man talking to another man.
2146,a man with a cup in his hand.
2147,a man in a suit and tie 
2148,a man with his mouth open.
2149,a man with his mouth open.
2150,a man with long hair vs a black and white
2151,a man eating food.
2152,a man with long hair and a white shirt.
2153,a man with long hair and a white shirt.
2154,a group of people walking on the beach.
2155,a man in a cowboy hat 
2156,a man with a smile on his face.
2157,a man holding a baseball bat.
2158,a man in a green mask.
2159,a man with horns on his head.
2160,a man in a green mask.
2161,a man with a beard and a white suit.
2162,a man holding a cup in front of a building.
2163,a man in a yellow suit and hat.
2164,a man in a suit and tie.
2165,a man in a blue shirt and tie.
2166,a man talking to a woman vs a man talking to another man
2167,a man with a birthday card.
2168,a man in the back seat of a car.
2169,a man 
2170,a man with a smile on his face.
2171,a man with a beard smiling.
2172,a man with a birthday cake on his head.
2173,a man 
2174,a man in a car.
2175,a man holding a gun.
2176,a mountain lake 
2177,a man with a beard.
2178,a man laying on the ground vs a man wearing a hat 
2179,a person holding a light.
2180,a man making a funny face.
2181,a bird that is standing in the grass.
2182,a man in a suit and tie 
2183,a man with long hair.
2184,a man in a suit and tie.
2185,a person in ski gear 
2186,a man in a car.
2187,a man sitting at a table vs a man sitting in front of a door
2188,a man in a star trek uniform.
2189,a man in a suit and tie vs a man in uniform talking to another man
2190,a rhino and a rhino in the water.
2191,a man with a hat on his head.
2192,a man and a woman.
2193,a girl and a boy sitting on a couch vs a man with a book in his hand
2194,a person in a bear costume vs a white background 
2195,a soldier talking to another soldier.
2196,a smiling man  vs a man in a suit 
2197,the joker 
2198,the joker 
2199,the joker in a suit and tie.
2200,the joker in the dark knight movie.
2201,the joker in the joker movie.
2202,a man with a face painted like the joker.
2203,the joker in the joker movie.
2204,the joker and the joker vs batman and joker fighting
2205,the joker in the joker movie.
2206,the joker in the joker movie.
2207,the joker 
2208,the joker and batman.
2209,the joker in the dark knight movie vs a joker 
2210,a batman  vs a joker with green hair and a smile on his face
2211,a mirror 
2212,the joker in the dark knight movie.
2213,the joker 
2214,a person dressed as a joker.
2215,two people dressed as the joker and harley.
2216,a woman with green hair and red lipstick.
2217,a joker drinking a drink.
2218,the joker with
2219,two people dressed as harley and harley harley harley harley harley harley harley harley harley harley.
2220,a person with a face painted like the joker.
2221,a man with a red eye.
2222,a man in a red shirt pointing at the camera.
2223,a joker with his hands up.
2224,a person with a face painted like a joker.
2225,batman and superman in a movie.
2226,a bunch of jokers.
2227,the joker in the dark knight movie.
2228,the joker in the dark knight movie.
2229,a joker 
2230,the joker joker
2231,a man with tattoos and a poster vs the joker drinking a beer
2232,a man in a space suit  vs a joker 
2233,a man with green hair and a black jacket.
2234,a joker 
2235,the joker in the joker movie.
2236,a joker sitting on a couch vs a batman and the caption of a comic book
2237,the joker in the dark knight movie.
2238,the joker 
2239,the joker in a suit.
2240,a person with a rainbow in the background.
2241,the joker and the joker.
2242,two men standing next to each other men.
2243,the joker.
2244,the joker in the joker movie.
2245,the joker in the dark knight movie.
2246,a joker 
2247,the joker in a suit.
2248,the joker 
2249,person and person with
2250,a joker 
2251,a person dressed as the joker.
2252,two men dressed as jokers.
2253,a joker with his hands up.
2254,a man with no shirt on.
2255,a person hugging a dog vs the joker and harley in the movie
2256,the joker in the joker movie.
2257, vs two men in suits and ties
2258,a man in a black shirt.
2259,the joker 
2260,a man in a suit and tie.
2261,a man in a suit 
2262,a man and woman 
2263,the joker in a suit.
2264,a person 
2265,a man in a suit holding a woman.
2266,a joker holding a card 
2267,the joker and person with
2268,"a woman wearing a t - shirt that says,'we have trump, trump."
2269,a man in a suit waving.
2270,a man in a suit and tie.
2271,a man in a suit waving.
2272,a man in a suit and tie.
2273,two people sitting at a table.
2274,two babies in a car.
2275,a man in a cowboy outfit.
2276,a man in a suit and tie.
2277,a man in a military uniform 
2278,a group of men drinking wine.
2279,kim jong and a picture of kim jong.
2280,a man in a suit and tie.
2281,a crowd of people in military uniforms.
2282,a man standing in front of a table.
2283,person's tweeting tweeting tweeting tweeting t.
2284,a man in a suit and tie holding a bottle of beer.
2285,a man in a fur coat holding a sword.
2286,north korean leader kim jong kim jong kim jong kim jong kim jong kim jong kim.
2287,a man holding up a card.
2288,a man in a suit speaking into a microphone.
2289,a man in a fur coat holding a microphone.
2290,a man wearing sunglasses and pointing at the camera.
2291,a man in a suit and tie vs a cartoon character with a red background
2292,two men in suits with a large explosion in the background.
2293,a group of men in suits and ties.
2294,two men in suits with flags behind them vs donald and jasmine in front of flags
2295,a tweet 
2296,an old man in a suit and tie.
2297,a man in a suit sitting at a table.
2298,kim jong kim jong kim jong kim jong kim jong kim jong kim jong kim jong.
2299,a man in a suit and tie.
2300,a man in a suit 
2301,"a man in a suit and tie, "
2302,a man pointing at something vs a man pointing at the camera
2303,a man in a military uniform.
2304,a group of people holding guns.
2305,a table full of food.
2306,a man talking to another man in an office.
2307,a man with a beard and a beard on his head.
2308,north korean leader kim jong kim jong kim jong kim jong kim jong kim jong kim.
2309,a man in a red and blue shirt 
2310,two stuffed animals on a table.
2311,a giant spider with a man in the middle.
2312,two men in military uniforms.
2313,a baby wearing glasses.
2314,president donald and his wife.
2315,a man in a military uniform.
2316,a man in uniform talking to another man in uniform.
2317,a man in uniform pointing at the camera.
2318,a cartoon character with a flag.
2319,a man with a pink background and
2320,a man with a pixel on his face.
2321,a child in a costume 
2322,north korean leader kim jong kim jong kim jong kim jong kim jong kim jong kim vs the title for destruction 100
2323,a man in a suit sitting on a boat.
2324,two men standing next to each other men vs two men shaking hands in front of flags
2325,a group of people holding guns vs a man in a military uniform pointing at another man in a military uniform pointing at
2326,a man pointing at a wall 
2327,two men in military uniforms.
2328,a man cutting a cake.
2329,a man in a suit and tie.
2330,the queen in a pink dress.
2331,a man in a suit waving.
2332,a person with glasses on.
2333,a group of people standing on a dock.
2334,the face of a man in a suit and tie.
2335,two people sitting on a bench with a fire in the background.
2336,a man kissing a woman.
2337,a man sitting at a desk in front of a computer.
2338,a man in a suit sitting in front of a crowd vs a man in a military uniform talking to another man
2339,a person in a field with the sun in the background.
2340,a crowd of people with their faces in the air.
2341,"a group of men in military uniforms, "
2342,a man in a suit and sunglasses with a fire in the background.
2343,a group of people on stage.
2344,"two people in a room, one with a microphone and the other with a microphone."
2345,a unicorn riding on a horse.
2346,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge.
2347,a man in a suit with his hands out.
2348,two people sitting in a car.
2349,a man in a suit and tie.
2350,a man with his hand on his face vs a man standing in front of a building 
2351,a man talking on the phone.
2352,a young boy 
2353,a man talking on the phone.
2354,a man talking on the phone.
2355,a man holding a can of beer.
2356,a man kissing a woman.
2357,a man in the snow 
2358,a man talking on a cell.
2359,a man sitting on a bench with a drink in his hand.
2360,a man sitting at a table with a laptop.
2361,a baby sitting in front of a computer.
2362,a person with a hat on.
2363,a man with a hat on.
2364,a man in a red shirt pointing at the camera.
2365,a man talking on the phone.
2366,a person drinking tea 
2367,a shirtless man with no shirt.
2368,a minion holding a cupcake.
2369,a man 
2370,a young man with glasses on.
2371,a small pig in the grass.
2372,two people with
2373,a man talking on the phone.
2374,a soccer player on the field vs a soccer match 
2375,a woman wearing a t shirt that says i will find them and i will catch.
2376,a man in a suit and tie.
2377,a man in a suit.
2378,a man with a beard 
2379,a man in a sweater looking at the camera 
2380,a man singing into a microphone.
2381,two people camping in the woods vs a man standing next to a tent
2382,a woman in a hospital bed 
2383,a boy pointing at the camera vs a man sitting at a table with a beer
2384,a wolf and a wolf 
2385,a woman holding a bag.
2386,a man talking on the phone.
2387,a man standing in front of an empty auditorium.
2388,two jedis fighting with a light saber.
2389,two people on a boat.
2390,a group of people sitting on a dock.
2391,a man talking on the phone.
2392,a man with a beard.
2393,a man and woman walking together.
2394,a man talking on a cell vs a man talking on a phone
2395,a man in a white shirt 
2396,a man with a beard.
2397,a man pointing at the camera.
2398,a man in a red shirt.
2399,a man in a suit and tie 
2400,a person 
2401,a man in a black shirt 
2402,a group of people 
2403,a man in a suit and tie.
2404,the president talking on the phone.
2405,a man in a leather jacket.
2406,a man holding a sign 
2407,a man in a black shirt  vs a man 
2408,a person 
2409,a man in a dark room vs a man 
2410,a man in a suit and tie.
2411,a man with a scarf around his neck.
2412,a man in a suit pointing at the camera.
2413,two men vs a man and a woman
2414,a man in a black leather jacket.
2415,a man with a beard and a woman with a beard.
2416,a person holding a book.
2417,a man dressed as a star wars character.
2418,a man talking on a cell phone.
2419,a man talking on the phone.
2420,a woman holding a can of coke.
2421,a man talking on a cell.
2422,a man in a white shirt.
2423,a group of people sitting on a couch.
2424,two people dancing at a party.
2425,a man in a black sweater sitting at a table 
2426,"a man and woman walking down the street, with"
2427,a man sitting in front of a plant.
2428,a woman in a white shirt and black pants.
2429,one does not simply.
2430,a man with long hair and beards in armor.
2431,a man with long hair and beards.
2432,a man with a beard 
2433,a man in a grey shirt looking at the camera.
2434,a man with a sword in his hand.
2435,an elf with blue eyes.
2436,a man with an evil look on his face.
2437,an old man with a beard and a beard vs a man with a beard and a helmet
2438,"a man with long hair  vs a man smoking a pipea man with long hair , a man smoking a pipe, a man with long blonde hair "
2439,a man and a woman in the middle of the day.
2440,a man with a beard  vs a man with a beard and a helmet
2441,a man with long hair and an expression that says how do you feel when you.
2442,lord of the rings 
2443,a person 
2444,a person holding a light.
2445,a man with long hair and a beard.
2446,"a man with long hair and a beard, standing in front of a mountain with."
2447,an old man with a beard and a beard.
2448,an elf sitting on a rock.
2449,one does not simply get of the internet.
2450,a group of people sitting around a table.
2451,a man in a fur coat holding a sword.
2452,a woman with long blonde hair 
2453,a girl and a lion 
2454,a woman and a man in the middle earth.
2455,an old man with a long beard and a hat.
2456,a man with long hair sitting on a chair.
2457,a man with a beard  vs a person with a face painted like a tree
2458,a man with long hair saying what if were wrong? and you can't.
2459,a woman in the snow vs a woman with long blonde hair 
2460,a man with his head in his hands.
2461,two people walking down the street.
2462,"a man with white hair and a beard, "
2463,a girl and a troll troll troll troll troll troll troll troll troll troll troll troll.
2464,the lord and his brother.
2465,a woman with a sword in her hand vs a man with a big grin on his face
2466,a group of people on an airplane.
2467,an elf 
2468,"a man with long hair and beards, wearing a black shirt and black gloves."
2469,two men with glasses on.
2470,a young boy 
2471,the gan gan gan gan gan gan gan gan gan gan gan gan gan gan gan.
2472,a man with long blonde hair and blue eyes.
2473,a person 
2474,an old man with a beard and a beard.
2475,a man with long hair and blue eyes.
2476,"a man with a beard and a green shirt, "
2477,two people laying down in the grass.
2478,a man talking on a cell phone vs a man with long hair holding a glass
2479,two harry potters pointing at the camera.
2480,a man holding a sword in the middle of a forest.
2481,"a man with long hair and a beard, "
2482,an old man with a beard and a hat vs a man with long hair and a white shirt
2483,a girl with a bow on her head vs a man leaning against a wall
2484,"an old man with a long beard and a beard with a beard that says,."
2485,the wizard's castle 
2486,a man with long hair and a beard.
2487,a man and a woman in the snow.
2488,a man with long hair and a beard.
2489,a man and a woman 
2490,a man with long hair and a beard.
2491,a man reading a newspaper.
2492,"monsters and aliens in the movie monsters and aliens, monsters, funny monsters, funny."
2493,"a man with long hair and beards, "
2494,a group of people standing in front of a building vs a group of people sitting around a table
2495,a man wearing a hat and holding a toy.
2496,a woman with long blonde hair 
2497,the gan gan gan gan gan gan gan gan gan gan gan gan gan gan gan.
2498,a man in a white robe and a woman in a white robe vs two people sitting on a throne
2499,an old man with long hair and beards.
2500,a man with a gun in his hand 
2501,a troll troll troll troll troll troll troll troll troll troll troll troll troll troll troll.
2502,a minion 
2503,a minion 
2504,a minion 
